Date,Product,Category,Quantity,Unit Price,city,store
2025-09-03,Monitor,Electronics,11,800,Ahmedabad,StoreE
2025-05-22,Mouse,Electronics,9,400,Hyderabad,StoreA
2024-10-28,Pencil,Stationery,42,5,Pune,StoreA
2025-05-10,Mouse,Electronics,40,400,Ahmedabad,StoreB
2025-08-26,Pencil,Stationery,28,5,Bangalore,StoreD
2025-03-17,Mouse,Electronics,5,400,Lucknow,StoreA
2025-09-25,Chair,Furniture,31,150,Delhi,StoreB
2024-09-13,Monitor,Electronics,37,800,Chennai,StoreA
2024-06-10,Keyboard,Electronics,12,80,Ahmedabad,StoreA
2024-12-13,Chair,Furniture,1,150,Pune,StoreC
2024-11-24,Mouse,Electronics,39,400,Ahmedabad,StoreB
2025-09-13,Pen,Stationery,1,15,Pune,StoreD
2024-05-18,Desk,Furniture,24,500,Chennai,StoreE
2025-06-23,Notebook,Stationery,50,20,Jaipur,StoreE
2024-03-02,Chair,Furniture,12,150,Ahmedabad,StoreA
2025-06-06,Desk,Furniture,52,500,Chennai,StoreD
2024-11-01,Desk,Furniture,23,500,Lucknow,StoreA
2024-01-15,Keyboard,Electronics,8,80,Hyderabad,StoreC
2024-12-28,Pen,Stationery,19,15,Hyderabad,StoreE
2025-05-10,Mouse,Electronics,35,400,Pune,StoreC
2024-12-27,Pen,Stationery,18,15,Kolkata,StoreC
2025-01-08,Chair,Furniture,55,150,Ahmedabad,StoreB
2024-06-28,Chair,Furniture,22,150,Hyderabad,StoreD
2025-02-25,Printer,Electronics,13,1200,Ahmedabad,StoreB
2024-09-21,Printer,Electronics,42,1200,Kolkata,StoreC
2024-05-26,Desk,Furniture,15,500,Hyderabad,StoreB
2024-09-05,Laptop,Electronics,46,450,Pune,StoreE
2024-05-03,Pencil,Stationery,38,5,Bangalore,StoreB
2025-11-19,Monitor,Electronics,40,800,Hyderabad,StoreB
2024-03-08,Table,Furniture,6,300,Mumbai,StoreB
2024-09-10,Chair,Furniture,28,150,Bangalore,StoreA
2025-07-21,Mouse,Electronics,36,400,Ahmedabad,StoreD
2025-03-24,Pencil,Stationery,41,5,Mumbai,StoreA
2025-05-17,Desk,Furniture,4,500,Kolkata,StoreE
2024-11-19,Keyboard,Electronics,20,80,Hyderabad,StoreD
2024-08-25,Keyboard,Electronics,21,80,Pune,StoreC
2025-09-14,Notebook,Stationery,34,20,Lucknow,StoreD
2024-06-15,Printer,Electronics,28,1200,Delhi,StoreA
2025-02-20,Desk,Furniture,9,500,Delhi,StoreA
2024-06-26,Mouse,Electronics,1,400,Mumbai,StoreB
2024-07-04,Keyboard,Electronics,48,80,Bangalore,StoreB
2025-01-25,Keyboard,Electronics,51,80,Pune,StoreB
2024-07-03,Desk,Furniture,53,500,Pune,StoreA
2025-05-13,Mouse,Electronics,31,400,Lucknow,StoreA
2025-08-30,Notebook,Stationery,15,20,Kolkata,StoreA
2025-04-10,Desk,Furniture,33,500,Kolkata,StoreE
2024-10-16,Table,Furniture,1,300,Bangalore,StoreA
2025-10-02,Table,Furniture,20,300,Chennai,StoreC
2024-10-19,Monitor,Electronics,29,800,Delhi,StoreC
2025-09-23,Keyboard,Electronics,19,80,Lucknow,StoreA
2024-06-12,Laptop,Electronics,14,450,Lucknow,StoreD
2024-02-11,Printer,Electronics,52,1200,Pune,StoreD
2024-11-05,Table,Furniture,37,300,Kolkata,StoreB
2024-07-21,Keyboard,Electronics,52,80,Kolkata,StoreB
2025-07-23,Desk,Furniture,1,500,Bangalore,StoreB
2025-11-15,Pen,Stationery,50,15,Pune,StoreC
2025-02-25,Chair,Furniture,24,150,Hyderabad,StoreC
2024-03-15,Laptop,Electronics,11,450,Ahmedabad,StoreA
2024-12-09,Laptop,Electronics,46,450,Pune,StoreA
2025-07-22,Monitor,Electronics,32,800,Delhi,StoreB
2025-09-11,Keyboard,Electronics,38,80,Kolkata,StoreD
2025-01-31,Printer,Electronics,3,1200,Hyderabad,StoreA
2025-07-07,Pen,Stationery,37,15,Mumbai,StoreD
2024-02-23,Mouse,Electronics,22,400,Kolkata,StoreC
2025-03-26,Monitor,Electronics,40,800,Bangalore,StoreC
2025-10-06,Keyboard,Electronics,8,80,Chennai,StoreE
2025-02-20,Printer,Electronics,34,1200,Kolkata,StoreD
2024-06-30,Chair,Furniture,26,150,Kolkata,StoreA
2024-03-09,Chair,Furniture,3,150,Delhi,StoreA
2025-03-01,Notebook,Stationery,7,20,Hyderabad,StoreC
2025-10-25,Monitor,Electronics,51,800,Kolkata,StoreE
2024-06-21,Pen,Stationery,57,15,Jaipur,StoreD
2024-08-22,Notebook,Stationery,33,20,Bangalore,StoreB
2024-08-08,Pen,Stationery,14,15,Kolkata,StoreE
2025-08-11,Chair,Furniture,15,150,Hyderabad,StoreC
2025-01-01,Notebook,Stationery,28,20,Kolkata,StoreE
2024-03-21,Mouse,Electronics,12,400,Hyderabad,StoreC
2025-09-18,Notebook,Stationery,12,20,Chennai,StoreD
2024-06-04,Chair,Furniture,15,150,Chennai,StoreD
2024-07-14,Keyboard,Electronics,22,80,Chennai,StoreA
2025-12-23,Mouse,Electronics,46,400,Bangalore,StoreD
2024-08-12,Printer,Electronics,52,1200,Ahmedabad,StoreE
2024-09-28,Printer,Electronics,28,1200,Delhi,StoreD
2025-08-17,Pen,Stationery,21,15,Jaipur,StoreB
2024-02-06,Laptop,Electronics,29,450,Jaipur,StoreC
2024-10-24,Printer,Electronics,45,1200,Delhi,StoreC
2025-04-18,Chair,Furniture,30,150,Hyderabad,StoreB
2024-06-06,Pencil,Stationery,23,5,Ahmedabad,StoreB
2024-06-14,Pencil,Stationery,47,5,Pune,StoreD
2024-07-15,Laptop,Electronics,21,450,Mumbai,StoreA
2024-06-12,Printer,Electronics,27,1200,Lucknow,StoreB
2025-05-05,Mouse,Electronics,33,400,Delhi,StoreC
2024-11-13,Mouse,Electronics,17,400,Jaipur,StoreA
2025-05-01,Monitor,Electronics,23,800,Delhi,StoreA
2024-06-09,Mouse,Electronics,41,400,Hyderabad,StoreE
2024-11-18,Laptop,Electronics,34,450,Bangalore,StoreA
2025-05-21,Printer,Electronics,9,1200,Ahmedabad,StoreA
2024-06-20,Desk,Furniture,28,500,Lucknow,StoreB
2025-09-24,Monitor,Electronics,23,800,Kolkata,StoreB
2024-08-31,Monitor,Electronics,58,800,Pune,StoreC
2024-06-29,Notebook,Stationery,46,20,Lucknow,StoreB
2025-08-31,Printer,Electronics,16,1200,Mumbai,StoreA
2025-06-03,Chair,Furniture,26,150,Mumbai,StoreD
2025-05-24,Pen,Stationery,1,15,Hyderabad,StoreB
2025-07-29,Pen,Stationery,33,15,Hyderabad,StoreC
2025-01-09,Laptop,Electronics,52,450,Hyderabad,StoreA
2024-12-12,Table,Furniture,46,300,Bangalore,StoreA
2024-12-20,Notebook,Stationery,47,20,Ahmedabad,StoreE
2024-04-23,Mouse,Electronics,21,400,Kolkata,StoreC
2024-08-12,Notebook,Stationery,47,20,Ahmedabad,StoreD
2025-07-05,Chair,Furniture,39,150,Delhi,StoreE
2024-07-17,Laptop,Electronics,18,450,Jaipur,StoreC
2025-09-08,Chair,Furniture,39,150,Delhi,StoreA
2025-08-16,Pen,Stationery,18,15,Chennai,StoreB
2024-11-13,Notebook,Stationery,14,20,Jaipur,StoreC
2024-11-23,Keyboard,Electronics,37,80,Kolkata,StoreE
2025-07-01,Laptop,Electronics,55,450,Hyderabad,StoreC
2025-10-11,Keyboard,Electronics,16,80,Hyderabad,StoreB
2024-12-01,Desk,Furniture,19,500,Pune,StoreA
2024-08-03,Printer,Electronics,19,1200,Hyderabad,StoreD
2025-06-26,Pen,Stationery,25,15,Kolkata,StoreE
2024-11-14,Laptop,Electronics,33,450,Jaipur,StoreC
2024-08-21,Monitor,Electronics,34,800,Kolkata,StoreD
2025-01-17,Pencil,Stationery,24,5,Lucknow,StoreC
2024-04-26,Chair,Furniture,24,150,Chennai,StoreA
2025-11-14,Mouse,Electronics,45,400,Pune,StoreA
2025-01-23,Notebook,Stationery,24,20,Jaipur,StoreB
2024-12-01,Pen,Stationery,17,15,Jaipur,StoreC
2024-02-17,Printer,Electronics,42,1200,Ahmedabad,StoreE
2025-02-13,Notebook,Stationery,12,20,Hyderabad,StoreA
2025-12-13,Pencil,Stationery,40,5,Chennai,StoreD
2024-04-02,Keyboard,Electronics,22,80,Chennai,StoreB
2024-05-18,Monitor,Electronics,43,800,Mumbai,StoreA
2025-07-26,Monitor,Electronics,5,800,Pune,StoreD
2024-07-16,Monitor,Electronics,18,800,Jaipur,StoreD
2025-05-31,Mouse,Electronics,10,400,Kolkata,StoreB
2025-08-03,Pen,Stationery,40,15,Chennai,StoreE
2024-03-27,Keyboard,Electronics,8,80,Mumbai,StoreE
2025-08-10,Pen,Stationery,18,15,Bangalore,StoreD
2024-07-09,Printer,Electronics,47,1200,Bangalore,StoreA
2025-03-04,Pen,Stationery,43,15,Chennai,StoreD
2025-06-27,Laptop,Electronics,36,450,Delhi,StoreC
2025-02-02,Pen,Stationery,9,15,Ahmedabad,StoreC
2025-09-09,Desk,Furniture,18,500,Mumbai,StoreC
2024-05-18,Printer,Electronics,47,1200,Chennai,StoreC
2025-09-22,Chair,Furniture,24,150,Lucknow,StoreE
2024-07-14,Pencil,Stationery,8,5,Lucknow,StoreE
2025-06-22,Pencil,Stationery,46,5,Bangalore,StoreC
2025-09-28,Laptop,Electronics,46,450,Delhi,StoreE
2025-08-24,Mouse,Electronics,55,400,Kolkata,StoreD
2025-02-17,Mouse,Electronics,38,400,Mumbai,StoreB
2025-03-24,Pencil,Stationery,34,5,Delhi,StoreE
2025-11-25,Monitor,Electronics,10,800,Lucknow,StoreB
2025-12-06,Laptop,Electronics,34,450,Kolkata,StoreE
2025-02-13,Pencil,Stationery,34,5,Kolkata,StoreB
2025-01-18,Table,Furniture,42,300,Lucknow,StoreD
2025-10-06,Laptop,Electronics,8,450,Hyderabad,StoreB
2024-12-23,Notebook,Stationery,55,20,Kolkata,StoreD
2025-08-09,Pen,Stationery,2,15,Delhi,StoreD
2025-09-19,Notebook,Stationery,53,20,Lucknow,StoreC
2025-11-08,Notebook,Stationery,12,20,Jaipur,StoreA
2024-08-20,Laptop,Electronics,58,450,Bangalore,StoreC
2024-10-15,Table,Furniture,14,300,Delhi,StoreE
2024-11-21,Mouse,Electronics,8,400,Bangalore,StoreD
2025-11-02,Printer,Electronics,59,1200,Kolkata,StoreD
2025-08-05,Mouse,Electronics,50,400,Jaipur,StoreE
2025-04-18,Desk,Furniture,39,500,Lucknow,StoreA
2025-08-27,Monitor,Electronics,4,800,Chennai,StoreA
2024-12-16,Laptop,Electronics,57,450,Kolkata,StoreE
2025-03-13,Notebook,Stationery,35,20,Ahmedabad,StoreE
2025-05-16,Keyboard,Electronics,37,80,Bangalore,StoreB
2025-05-09,Chair,Furniture,1,150,Hyderabad,StoreA
2024-11-18,Desk,Furniture,58,500,Ahmedabad,StoreB
2025-11-18,Pencil,Stationery,15,5,Ahmedabad,StoreA
2024-12-30,Printer,Electronics,1,1200,Mumbai,StoreC
2024-10-30,Monitor,Electronics,3,800,Mumbai,StoreC
2025-01-30,Printer,Electronics,2,1200,Delhi,StoreB
